Arbitro,fecha,Estadio,Ciudad,Temporada,Ronda,Equipo de casa,Equipo visita,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime,home_goals_extra_time,away_goals_extratime,home_goals_penalty,away_goals_penalty
J. Pérez,2022-04-30T02:05:00+00:00,Estadio de Mazatlán,Mazatlán,2021,Clausura - 17,Mazatlán,Puebla,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
"Adonai Escobedo Gonzalez, Mexico",2022-04-30T22:00:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2021,Clausura - 17,Club Queretaro,FC Juarez,True,False,4.0,0.0,2.0,0.0,4.0,0.0,,,,
Ó. Mejía,2022-05-01T00:00:00+00:00,Estadio Jalisco,Guadalajara,2021,Clausura - 17,Atlas,Tigres UANL,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
D. Quintero,2022-05-01T00:06:00+00:00,Estadio BBVA,Guadalupe,2021,Clausura - 17,Monterrey,Club Tijuana,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
M. Ortíz,2022-05-01T02:00:00+00:00,Estadio Azteca,D.F.,2021,Clausura - 17,Club America,Cruz Azul,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
"Fernando Hernandez, Mexico",2022-05-01T17:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2021,Clausura - 17,U.N.A.M. - Pumas,Pachuca,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
"Ismael Rosario Lopez Penuelas, Mexico",2022-05-01T21:00:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2021,Clausura - 17,Atletico San Luis,Santos Laguna,False,True,1.0,3.0,0.0,0.0,1.0,3.0,,,,
"Luis Santander, Mexico",2022-05-02T01:06:00+00:00,Estadio Leon,Leon,2021,Clausura - 17,Leon,Toluca,,,4.0,4.0,3.0,3.0,4.0,4.0,,,,
"Fernando Guerrero Ramirez, Mexico",2022-05-07T22:45:00+00:00,Estadio Azteca,D.F.,2021,Clausura - Reclasificacion,Cruz Azul,Necaxa,True,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0
J. Pérez,2022-05-08T01:06:00+00:00,Estadio BBVA,Guadalupe,2021,Clausura - Reclasificacion,Monterrey,Atletico San Luis,False,True,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0
"Cesar Arturo Ramos Palazuelos, Mexico",2022-05-08T22:00:00+00:00,Estadio Cuauhtémoc,Puebla,2021,Clausura - Reclasificacion,Puebla,Mazatlán,True,False,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0
"Marco Antonio Ortiz Nava, Mexico",2022-05-09T00:15:00+00:00,Estadio AKRON,Zapopan,2021,Clausura - Reclasificacion,Guadalajara Chivas,U.N.A.M. - Pumas,True,False,4.0,1.0,1.0,1.0,4.0,1.0,,,,
"Oscar Mejia Garcia, Mexico",2022-05-12T00:00:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2021,Clausura - Quarter-finals,Atletico San Luis,Pachuca,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
M. Ortíz,2022-05-15T01:05:00+00:00,Estadio Hidalgo,Pachuca de Soto,2021,Clausura - Quarter-finals,Pachuca,Atletico San Luis,True,False,3.0,2.0,0.0,0.0,3.0,2.0,,,,
"Luis Santander, Mexico",2022-05-12T02:05:00+00:00,Estadio Cuauhtémoc,Puebla,2021,Clausura - Quarter-finals,Puebla,Club America,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
"Julio Gerardo Garcia Armenta, Mexico",2022-05-14T23:00:00+00:00,Estadio Azteca,D.F.,2021,Clausura - Quarter-finals,Club America,Puebla,True,False,3.0,2.0,1.0,1.0,3.0,2.0,,,,
"Fernando Hernandez, Mexico",2022-05-13T00:00:00+00:00,Estadio Azteca,D.F.,2021,Clausura - Quarter-finals,Cruz Azul,Tigres UANL,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
"Cesar Arturo Ramos Palazuelos, Mexico",2022-05-16T01:05:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2021,Clausura - Quarter-finals,Tigres UANL,Cruz Azul,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
"Jorge Antonio Perez Duran, Mexico",2022-05-13T02:05:00+00:00,Estadio AKRON,Zapopan,2021,Clausura - Quarter-finals,Guadalajara Chivas,Atlas,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
"Fernando Hernandez, Mexico",2022-05-15T23:00:00+00:00,Estadio Jalisco,Guadalajara,2021,Clausura - Quarter-finals,Atlas,Guadalajara Chivas,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
"Marco Antonio Ortiz Nava, Mexico",2022-05-19T02:00:00+00:00,Estadio Jalisco,Guadalajara,2021,Clausura - Semi-finals,Atlas,Tigres UANL,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
"Cesar Arturo Ramos Palazuelos, Mexico",2022-05-22T01:00:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2021,Clausura - Semi-finals,Tigres UANL,Atlas,True,False,4.0,2.0,0.0,1.0,4.0,2.0,,,,
"Jorge Antonio Perez Duran, Mexico",2022-05-20T01:00:00+00:00,Estadio Azteca,D.F.,2021,Clausura - Semi-finals,Club America,Pachuca,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
"Fernando Hernandez, Mexico",2022-05-23T01:06:00+00:00,Estadio Hidalgo,Pachuca de Soto,2021,Clausura - Semi-finals,Pachuca,Club America,True,False,3.0,0.0,2.0,0.0,3.0,0.0,,,,
"Marco Antonio Ortiz Nava, Mexico",2022-05-27T02:00:00+00:00,Estadio Jalisco,Guadalajara,2021,Clausura - Finals,Atlas,Pachuca,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
"Fernando Hernandez, Mexico",2022-05-30T01:10:00+00:00,Estadio Hidalgo,Pachuca de Soto,2021,Clausura - Finals,Pachuca,Atlas,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
F. Hernández,2020-07-26T02:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Apertura - 1,Cruz Azul,Santos Laguna,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
Ó. Mejía,2020-07-26T17:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Apertura - 1,U.N.A.M. - Pumas,Club Queretaro,True,False,3.0,2.0,1.0,0.0,3.0,2.0,,,,
A. Funk,2020-07-29T00:00:00+00:00,Estadio BBVA Bancomer,Guadalupe,2020,Apertura - 1,Monterrey,Toluca,True,False,3.0,1.0,2.0,0.0,3.0,1.0,,,,
M. Vargas,2020-07-28T01:00:00+00:00,Estadio Hidalgo,Pachuca de Soto,2020,Apertura - 1,Pachuca,Club America,False,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,
Ó. Macías,2020-08-01T00:30:00+00:00,Estadio Cuauhtémoc,Puebla,2020,Apertura - 2,Puebla,Cruz Azul,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
F. Hernández,2020-08-01T02:30:00+00:00,Estadio Olímpico Benito Juárez,Ciudad Juárez,2020,Apertura - 2,FC Juarez,Necaxa,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
A. Escobedo,2020-08-02T02:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Apertura - 2,Club America,Club Tijuana,True,False,4.0,0.0,1.0,0.0,4.0,0.0,,,,
C. Ramos,2020-08-02T00:00:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - 2,Tigres UANL,Pachuca,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
J. Pérez,2020-08-04T00:00:00+00:00,Estadio Jalisco,Guadalajara,2020,Apertura - 2,Atlas,U.N.A.M. - Pumas,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
D. Montaño,2020-08-02T17:00:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2020,Apertura - 2,Toluca,Atletico San Luis,True,False,3.0,2.0,2.0,1.0,3.0,2.0,,,,
E. Miranda,2020-08-03T00:00:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2020,Apertura - 2,Club Queretaro,Mazatlán,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
E. Galván,2020-08-03T00:06:00+00:00,Estadio Nuevo Corona,Torreón,2020,Apertura - 2,Santos Laguna,Guadalajara Chivas,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
F. Guerrero,2020-08-04T02:50:00+00:00,Estadio León,León de los Aldamas,2020,Apertura - 2,Leon,Monterrey,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
A. Escobedo,2020-08-07T00:00:00+00:00,Estadio Hidalgo,Pachuca de Soto,2020,Apertura - 3,Pachuca,Club Queretaro,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
F. Guerrero,2020-08-07T02:06:00+00:00,Estadio Caliente,Tijuana,2020,Apertura - 3,Club Tijuana,Tigres UANL,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
J. Rojas,2020-08-08T00:30:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Apertura - 3,Necaxa,Club America,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
Ó. Mejía,2020-08-08T02:30:00+00:00,Estadio de Mazatlán,Mazatlán,2020,Apertura - 3,Mazatlán,Toluca,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
C. Ramos,2020-08-09T00:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Apertura - 3,Cruz Azul,Leon,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
M. Ortíz,2020-08-09T00:06:00+00:00,Estadio BBVA Bancomer,Guadalupe,2020,Apertura - 3,Monterrey,Santos Laguna,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
J. Pérez,2020-08-09T02:00:00+00:00,Estadio AKRON,Zapopan,2020,Apertura - 3,Guadalajara Chivas,Puebla,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
Ó. Macías,2020-08-09T17:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Apertura - 3,U.N.A.M. - Pumas,FC Juarez,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
F. Hernández,2020-08-10T00:00:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Apertura - 3,Atletico San Luis,Atlas,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
J. Pérez,2020-08-12T00:00:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Apertura - 4,Necaxa,Mazatlán,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
E. Galván,2020-08-12T00:00:00+00:00,Estadio Hidalgo,Pachuca de Soto,2020,Apertura - 4,Pachuca,Leon,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
E. Miranda,2020-08-12T02:00:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - 4,Tigres UANL,Puebla,True,False,2.0,1.0,2.0,0.0,2.0,1.0,,,,
J. Rojas,2020-08-13T00:00:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2020,Apertura - 4,Club Queretaro,Cruz Azul,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
A. Escobedo,2020-08-13T00:00:00+00:00,Estadio Olímpico Benito Juárez,Ciudad Juárez,2020,Apertura - 4,FC Juarez,Guadalajara Chivas,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
M. Ortíz,2020-08-13T02:06:00+00:00,Estadio Caliente,Tijuana,2020,Apertura - 4,Club Tijuana,Atletico San Luis,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
D. Montaño,2020-08-13T02:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Apertura - 4,U.N.A.M. - Pumas,Monterrey,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
L. Santander,2020-08-14T00:00:00+00:00,Estadio Jalisco,Guadalajara,2020,Apertura - 4,Atlas,Toluca,False,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,
F. Hernández,2020-08-14T02:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Apertura - 4,Club America,Santos Laguna,True,False,3.0,1.0,3.0,0.0,3.0,1.0,,,,
F. Guerrero,2020-08-15T02:30:00+00:00,Estadio Cuauhtémoc,Puebla,2020,Apertura - 5,Puebla,Pachuca,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
C. Ramos,2020-08-16T00:00:00+00:00,Estadio AKRON,Zapopan,2020,Apertura - 5,Guadalajara Chivas,Atletico San Luis,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
J. Pérez,2020-08-16T00:00:00+00:00,Estadio Azteca,D.F.,2020,Apertura - 5,Cruz Azul,FC Juarez,True,False,3.0,2.0,1.0,1.0,3.0,2.0,,,,
E. Galván,2020-08-16T02:06:00+00:00,Estadio BBVA Bancomer,Guadalupe,2020,Apertura - 5,Monterrey,Necaxa,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
A. Funk,2020-08-16T02:00:00+00:00,Estadio de Mazatlán,Mazatlán,2020,Apertura - 5,Mazatlán,U.N.A.M. - Pumas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
J. Rojas,2020-08-16T17:00:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2020,Apertura - 5,Toluca,Tigres UANL,True,False,3.0,2.0,1.0,1.0,3.0,2.0,,,,
Ó. Mejía,2020-08-17T00:06:00+00:00,Estadio Nuevo Corona,Torreón,2020,Apertura - 5,Santos Laguna,Atlas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
D. Montaño,2020-08-17T02:00:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2020,Apertura - 5,Club Queretaro,Club America,True,False,4.0,1.0,1.0,0.0,4.0,1.0,,,,
E. Miranda,2020-08-18T02:00:00+00:00,Estadio León,León de los Aldamas,2020,Apertura - 5,Leon,Club Tijuana,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
D. Montaño,2020-08-24T02:06:00+00:00,Estadio Caliente,Tijuana,2020,Apertura - 6,Club Tijuana,Puebla,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
A. Escobedo,2020-08-22T00:30:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Apertura - 6,Necaxa,Santos Laguna,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
F. Hernández,2020-08-22T02:30:00+00:00,Estadio Olímpico Benito Juárez,Ciudad Juárez,2020,Apertura - 6,FC Juarez,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
A. Funk,2020-08-23T00:00:00+00:00,Estadio Jalisco,Guadalajara,2020,Apertura - 6,Atlas,Club Queretaro,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
J. Pérez,2020-08-23T00:00:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - 6,Tigres UANL,U.N.A.M. - Pumas,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
F. Guerrero,2020-08-23T02:00:00+00:00,Estadio Azteca,D.F.,2020,Apertura - 6,Club America,Monterrey,False,True,1.0,3.0,0.0,2.0,1.0,3.0,,,,
M. Ortíz,2020-08-23T22:30:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2020,Apertura - 6,Toluca,Guadalajara Chivas,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
Ó. Mejía,2020-08-24T00:35:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Apertura - 6,Atletico San Luis,Cruz Azul,False,True,1.0,3.0,1.0,2.0,1.0,3.0,,,,
C. Ramos,2020-08-25T02:05:00+00:00,Estadio Hidalgo,Pachuca de Soto,2020,Apertura - 6,Pachuca,Mazatlán,True,False,4.0,3.0,2.0,1.0,4.0,3.0,,,,
E. Galván,2020-08-29T00:30:00+00:00,Estadio Cuauhtémoc,Puebla,2020,Apertura - 7,Puebla,Toluca,True,False,4.0,1.0,2.0,1.0,4.0,1.0,,,,
Ó. Mejía,2020-08-29T02:35:00+00:00,Estadio de Mazatlán,Mazatlán,2020,Apertura - 7,Mazatlán,Tigres UANL,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
C. Ramos,2020-08-31T02:06:00+00:00,Estadio BBVA Bancomer,Guadalupe,2020,Apertura - 7,Monterrey,FC Juarez,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
J. Pérez,2020-08-30T00:00:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Apertura - 7,Atletico San Luis,Club America,False,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,
F. Hernández,2020-08-30T00:00:00+00:00,Estadio AKRON,Zapopan,2020,Apertura - 7,Guadalajara Chivas,Pachuca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
M. Ortíz,2020-08-30T02:00:00+00:00,Estadio Azteca,D.F.,2020,Apertura - 7,Cruz Azul,Necaxa,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
J. Rojas,2020-08-30T17:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Apertura - 7,U.N.A.M. - Pumas,Club Tijuana,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
F. Guerrero,2020-08-31T00:06:00+00:00,Estadio Nuevo Corona,Torreón,2020,Apertura - 7,Santos Laguna,Club Queretaro,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
A. Escobedo,2020-09-01T02:05:00+00:00,Estadio León,León de los Aldamas,2020,Apertura - 7,Leon,Atlas,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
C. Ramos,2020-09-04T00:00:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2020,Apertura - 8,Club Queretaro,Toluca,True,False,4.0,1.0,2.0,0.0,4.0,1.0,,,,
Ó. Macías,2020-09-04T02:00:00+00:00,Estadio Hidalgo,Pachuca de Soto,2020,Apertura - 8,Pachuca,Atletico San Luis,True,False,3.0,1.0,2.0,0.0,3.0,1.0,,,,
L. Santander,2020-09-05T00:30:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Apertura - 8,Necaxa,Leon,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
M. Ortíz,2020-09-05T02:30:00+00:00,Estadio Olímpico Benito Juárez,Ciudad Juárez,2020,Apertura - 8,FC Juarez,Santos Laguna,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
F. Hernández,2020-09-06T00:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Apertura - 8,U.N.A.M. - Pumas,Puebla,True,False,4.0,1.0,2.0,1.0,4.0,1.0,,,,
E. Miranda,2020-09-06T00:00:00+00:00,Estadio Jalisco,Guadalajara,2020,Apertura - 8,Atlas,Cruz Azul,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
J. Pérez,2020-09-05T02:06:00+00:00,Estadio Caliente,Tijuana,2020,Apertura - 8,Club Tijuana,Monterrey,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
F. Guerrero,2020-09-06T02:00:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - 8,Tigres UANL,Guadalajara Chivas,False,True,1.0,3.0,0.0,1.0,1.0,3.0,,,,
E. Galván,2020-09-03T01:00:00+00:00,Estadio Azteca,D.F.,2020,Apertura - 8,Club America,Mazatlán,True,False,3.0,1.0,0.0,0.0,3.0,1.0,,,,
C. Ramos,2020-09-09T00:00:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Apertura - 9,Atletico San Luis,Necaxa,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
Ó. Mejía,2020-09-09T00:00:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2020,Apertura - 9,Toluca,FC Juarez,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
J. Rojas,2020-09-09T00:06:00+00:00,Estadio BBVA Bancomer,Guadalupe,2020,Apertura - 9,Monterrey,Atlas,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
E. Galván,2020-09-09T02:00:00+00:00,Estadio AKRON,Zapopan,2020,Apertura - 9,Guadalajara Chivas,Club Queretaro,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
M. Ortíz,2020-09-09T02:00:00+00:00,Estadio Cuauhtémoc,Puebla,2020,Apertura - 9,Puebla,Club America,False,True,2.0,3.0,2.0,0.0,2.0,3.0,,,,
F. Hernández,2020-09-10T00:00:00+00:00,Estadio León,León de los Aldamas,2020,Apertura - 9,Leon,Tigres UANL,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
A. Escobedo,2020-09-10T00:00:00+00:00,Estadio Azteca,D.F.,2020,Apertura - 9,Cruz Azul,Pachuca,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
J. Pérez,2020-09-10T02:06:00+00:00,Estadio Nuevo Corona,Torreón,2020,Apertura - 9,Santos Laguna,U.N.A.M. - Pumas,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
F. Guerrero,2020-09-10T02:00:00+00:00,Estadio de Mazatlán,Mazatlán,2020,Apertura - 9,Mazatlán,Club Tijuana,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
E. Miranda,2020-09-12T00:30:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Apertura - 10,Necaxa,Guadalajara Chivas,False,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,
D. Montaño,2020-09-12T02:30:00+00:00,Estadio Olímpico Benito Juárez,Ciudad Juárez,2020,Apertura - 10,FC Juarez,Puebla,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
F. Hernández,2020-09-13T00:00:00+00:00,Estadio Jalisco,Guadalajara,2020,Apertura - 10,Atlas,Mazatlán,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
C. Ramos,2020-09-13T00:00:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - 10,Tigres UANL,Santos Laguna,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
F. Guerrero,2020-09-13T02:00:00+00:00,Estadio Azteca,D.F.,2020,Apertura - 10,Club America,Toluca,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
A. Escobedo,2020-09-13T17:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Apertura - 10,U.N.A.M. - Pumas,Atletico San Luis,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
M. Ortíz,2020-09-14T00:00:00+00:00,Estadio La Corregidora,Santiago de Querétaro,2020,Apertura - 10,Club Queretaro,Leon,False,True,2.0,3.0,0.0,1.0,2.0,3.0,,,,
Ó. Mejía,2020-09-14T02:06:00+00:00,Estadio Caliente,Tijuana,2020,Apertura - 10,Club Tijuana,Cruz Azul,False,True,1.0,2.0,1.0,0.0,1.0,2.0,,,,
L. Santander,2020-09-15T02:00:00+00:00,Estadio Hidalgo,Pachuca de Soto,2020,Apertura - 10,Pachuca,Monterrey,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
J. Pérez,2020-09-19T00:30:00+00:00,Estadio Victoria de Aguascalientes,Aguascalientes,2020,Apertura - 11,Necaxa,Puebla,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
J. Rojas,2020-10-01T00:06:00+00:00,Estadio Caliente,Tijuana,2020,Apertura - 11,Club Tijuana,FC Juarez,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
Ó. Macías,2020-09-19T02:30:00+00:00,Estadio de Mazatlán,Mazatlán,2020,Apertura - 11,Mazatlán,Cruz Azul,False,True,2.0,3.0,1.0,1.0,2.0,3.0,,,,
E. Galván,2020-09-20T00:00:00+00:00,Estadio Jalisco,Guadalajara,2020,Apertura - 11,Atlas,Pachuca,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
E. Miranda,2020-09-20T00:00:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - 11,Tigres UANL,Club Queretaro,True,False,3.0,0.0,0.0,0.0,3.0,0.0,,,,
F. Hernández,2020-09-20T02:00:00+00:00,Estadio Azteca,D.F.,2020,Apertura - 11,Club America,Guadalajara Chivas,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
A. Escobedo,2020-09-20T17:00:00+00:00,Estadio Nemesio Díez,Toluca de Lerdo,2020,Apertura - 11,Toluca,Santos Laguna,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
M. Ortíz,2020-09-21T00:00:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Apertura - 11,Atletico San Luis,Monterrey,False,True,1.0,2.0,1.0,2.0,1.0,2.0,,,,
C. Ramos,2020-09-22T02:00:00+00:00,Estadio León,León de los Aldamas,2020,Apertura - 11,Leon,U.N.A.M. - Pumas,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
J. Rojas,2020-09-26T00:30:00+00:00,Estadio Cuauhtémoc,Puebla,2020,Apertura - 12,Puebla,Club Queretaro,,,3.0,3.0,1.0,2.0,3.0,3.0,,,,
C. Ramos,2020-09-26T02:30:00+00:00,Estadio Olímpico Benito Juárez,Ciudad Juárez,2020,Apertura - 12,FC Juarez,Atlas,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
A. Escobedo,2020-09-27T22:00:00+00:00,Estadio AKRON,Zapopan,2020,Apertura - 12,Guadalajara Chivas,Mazatlán,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
F. Guerrero,2020-09-27T00:00:00+00:00,Estadio Olímpico de Universitario,D.F.,2020,Apertura - 12,U.N.A.M. - Pumas,Necaxa,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
Ó. Mejía,2020-09-27T02:06:00+00:00,Estadio BBVA Bancomer,Guadalupe,2020,Apertura - 12,Monterrey,Tigres UANL,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
Ó. Macías,2020-09-28T22:00:00+00:00,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2020,Apertura - 12,Atletico San Luis,Leon,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
D. Montaño,2020-10-12T00:06:00+00:00,Estadio Nuevo Corona,Torreón,2020,Apertura - 12,Santos Laguna,Club Tijuana,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
J. Pérez,2020-09-28T01:45:00+00:00,Estadio Azteca,D.F.,2020,Apertura - 12,Cruz Azul,Club America,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
F. Hernández,2020-09-25T02:00:00+00:00,Estadio Hidalgo,Pachuca de Soto,2020,Apertura - 12,Pachuca,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
M. Ortíz,2020-10-03T00:30:00+00:00,Estadio Cuauhtémoc,Puebla,2020,Apertura - 13,Puebla,Santos Laguna,False,True,0.0,2.0,0.0,2.0,0.0,2.0,,,,
Ó. Mejía,2020-10-05T22:00:00+00:00,Estadio Olímpico Benito Juárez,Ciudad Juárez,2020,Apertura - 13,FC Juarez,Pachuca,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
Ó. Macías,2020-10-04T22:00:00+00:00,Estadio Jalisco,Guadalajara,2020,Apertura - 13,Atlas,Necaxa,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
F. Hernández,2020-10-04T00:00:00+00:00,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2020,Apertura - 13,Tigres UANL,Atletico San Luis,True,False,3.0,0.0,0.0,0.0,3.0,0.0,,,,
